Tid	Kanal A
(ms)	(mV)

44.39999888	23.91732000
44.59999887	16.55696000
44.79999887	-0.91966040
44.99999886	-20.23868000
45.19999886	-24.83698000
45.39999885	-9.19660400
45.59999885	-1.83932100
45.79999884	5.51796200
45.99999884	1.83932100
46.19999883	-3.67864200
46.39999883	-3.67864200
46.59999882	-1.83932100
46.79999882	4.59830200
46.99999881	-4.59830200
47.19999881	-4.59830200
47.39999880	-2.75898100
47.59999880	12.87832000
47.79999879	17.47662000
47.99999879	15.63730000
48.19999878	5.51796200
48.39999878	-5.51796200
48.59999877	-6.43762300
48.79999877	-3.67864200
48.99999876	4.59830200
49.19999876	11.03900000
49.39999875	0.00000000
49.59999875	-4.59830200
49.79999874	-12.87832000
49.99999874	-8.27694300
50.19999873	-3.67864200
50.39999873	11.95866000
50.59999872	8.27694300
50.79999872	0.00000000
50.99999871	-20.23868000
51.19999871	-22.07800000
51.39999870	-2.75898100
51.59999870	11.95866000
51.79999869	42.31668000
51.99999869	23.91732000
52.19999868	0.91966040
52.39999868	-34.03666000
52.59999867	-28.51562000
52.79999867	-6.43762300
52.99999866	18.39628000
53.19999866	30.35802000
53.39999865	7.35728300
53.59999865	-6.43762300
53.79999864	-18.39628000
53.99999864	-9.19660400
54.19999863	0.00000000
54.39999863	-13.79798000
54.59999862	-10.11934000
54.79999862	-9.19660400
54.99999861	17.47662000
55.19999861	16.55696000
55.39999860	15.63730000
55.59999860	-9.19660400
55.79999859	-35.87598000
55.99999859	-20.23868000
56.19999858	3.67864200
56.39999858	34.95632000
56.59999857	30.35802000
56.79999857	9.19660400
56.99999856	-12.87832000
57.19999856	-24.83698000
57.39999855	-2.75898100
57.59999854	0.91966040
57.79999854	16.55696000
57.99999853	4.59830200
58.19999853	-1.83932100
58.39999852	-15.63730000
58.59999852	-12.87832000
58.79999851	-2.75898100
58.99999851	2.75898100
59.19999850	4.59830200
59.39999850	-2.75898100
59.59999849	-2.75898100
59.79999849	-19.31594000
59.99999848	-3.67864200
60.19999848	6.43762300
60.39999847	19.31594000
60.59999847	17.47662000
60.79999846	6.43762300
60.99999846	-3.67864200
61.19999845	-4.59830200
61.39999845	-0.91966040
61.59999844	5.51796200
61.79999844	17.47662000
61.99999843	3.67864200
62.19999843	-8.27694300
62.39999842	-7.35728300
62.59999842	-9.19660400
62.79999841	-7.35728300
62.99999841	0.00000000
63.19999840	5.51796200
63.39999840	-5.51796200
63.59999839	-7.35728300
63.79999839	-12.87832000
63.99999838	-4.59830200
64.19999838	0.00000000
64.39999837	10.11934000
64.59999837	8.27694300
64.79999836	-0.91966040
64.99999836	-13.79798000
65.19999835	-15.63730000
65.39999835	-4.59830200
65.59999834	4.59830200
65.79999834	9.19660400
65.99999833	8.27694300
66.19999833	0.91966040
66.39999832	-9.19660400
66.59999832	-8.27694300
66.79999831	2.75898100
66.99999831	10.11934000
67.19999830	12.87832000
67.39999830	4.59830200
67.59999829	0.00000000
67.79999829	-22.99766000
67.99999828	-10.11934000
68.19999828	-3.67864200
68.39999827	22.99766000
68.59999827	13.79798000
68.79999826	-0.91966040
68.99999826	-23.91732000
69.19999825	-31.27768000
69.39999825	-11.03900000
69.59999824	5.51796200
69.79999824	29.43836000
69.99999823	15.63730000
70.19999823	0.91966040
70.39999822	-21.15834000
70.59999822	-10.11934000
70.79999821	1.83932100
70.99999821	-1.83932100
71.19999820	2.75898100
71.39999820	-2.75898100
71.59999819	8.27694300
71.79999819	23.91732000
71.99999818	12.87832000
72.19999818	-4.59830200
72.39999817	-42.31668000
72.59999817	-28.51562000
72.79999816	-15.63730000
72.99999816	25.75664000
73.19999815	33.11700000
73.39999815	12.87832000
73.59999814	-11.03900000
73.79999814	-41.39702000
73.99999813	-18.39628000
74.19999813	3.67864200
74.39999812	26.67630000
74.59999812	22.99766000
74.79999811	7.35728300
74.99999811	-1.83932100
75.19999810	-9.19660400
75.39999810	1.83932100
75.59999809	0.91966040
75.79999809	16.55696000
75.99999808	0.00000000
76.19999808	-4.59830200
76.39999807	-6.43762300
76.59999806	-6.43762300
76.79999806	-2.75898100
76.99999805	0.00000000
77.19999805	1.83932100
77.39999804	-6.43762300
77.59999804	-9.19660400
77.79999803	-19.31594000
77.99999803	-6.43762300
78.19999802	5.51796200
78.39999802	0.00000000
78.59999801	0.00000000
78.79999801	-1.83932100
78.99999800	9.19660400
79.19999800	7.35728300
79.39999799	13.79798000
79.59999799	0.00000000
79.79999798	-16.55696000
79.99999798	-8.27694300
80.19999797	2.75898100
80.39999797	32.19734000
80.59999796	24.83698000
80.79999796	7.35728300
80.99999795	-20.23868000
81.19999795	-28.51562000
81.39999794	-15.63730000
81.59999794	0.91966040
81.79999793	20.23868000
81.99999793	6.43762300
82.19999792	-7.35728300
82.39999792	-18.39628000
82.59999791	-13.79798000
82.79999791	-3.67864200
82.99999790	-2.75898100
83.19999790	3.67864200
83.39999789	-0.91966040
83.59999789	4.59830200
83.79999788	-3.67864200
83.99999788	11.95866000
84.19999787	8.27694300
84.39999787	11.03900000
84.59999786	7.35728300
84.79999786	3.67864200
84.99999785	-9.19660400
85.19999785	-11.03900000
85.39999784	-1.83932100
85.59999784	16.55696000
85.79999783	19.31594000
85.99999783	6.43762300
86.19999782	-11.03900000
86.39999782	-21.15834000
86.59999781	-16.55696000
86.79999781	-4.59830200
86.99999780	0.00000000
87.19999780	3.67864200
87.39999779	-3.67864200
87.59999779	3.67864200
87.79999778	17.47662000
87.99999778	11.03900000
88.19999777	4.59830200
88.39999777	-22.99766000
88.59999776	-17.47662000
88.79999776	-5.51796200
88.99999775	28.51562000
89.19999775	36.79564000
89.39999774	20.23868000
89.59999774	-9.19660400
89.79999773	-37.71530000
89.99999773	-23.91732000
90.19999772	-3.67864200
90.39999772	15.63730000
90.59999771	14.71764000
90.79999771	-0.91966040
90.99999770	-11.03900000
91.19999770	-19.31594000
91.39999769	-0.91966040
91.59999769	0.00000000
91.79999768	0.00000000
91.99999768	-2.75898100
92.19999767	2.75898100
92.39999767	6.43762300
92.59999766	6.43762300
92.79999766	8.27694300
92.99999765	5.51796200
93.19999765	7.35728300
93.39999764	-0.91966040
93.59999764	0.91966040
93.79999763	2.75898100
93.99999763	0.00000000
94.19999762	0.00000000
94.39999762	0.91966040
94.59999761	-1.83932100
94.79999761	-10.11934000
94.99999760	-4.59830200
95.19999760	-1.83932100
95.39999759	-4.59830200
95.59999758	-8.27694300
95.79999758	-22.99766000
95.99999757	-10.11934000
96.19999757	0.00000000
96.39999756	16.55696000
96.59999756	17.47662000
96.79999755	8.27694300
96.99999755	-11.95866000
97.19999754	-21.15834000
97.39999754	-4.59830200
97.59999753	12.87832000
97.79999753	26.67630000
97.99999752	17.47662000
98.19999752	4.59830200
98.39999751	-4.59830200
98.59999751	-13.79798000
98.79999750	-0.91966040
98.99999750	-3.67864200
99.19999749	0.91966040
99.39999749	-9.19660400
99.59999748	0.00000000
99.79999748	8.27694300
99.99999747	3.67864200
100.19999747	-4.59830200
100.39999746	-14.71764000
100.59999746	-12.87832000
100.79999745	-7.35728300
100.99999745	0.91966040
101.19999744	5.51796200
101.39999744	3.67864200
101.59999743	4.59830200
